CLIENT_ID,METRIC,VALUE
584900,UNIQUE_STOCKOUT_DRUGS,146.0
584900,UNIQUE_SUBSTITUTES,191.0
584900,TOTAL_PAIRS,2043.0
584900,TOTAL_LIFT,7958.102137129999
584900,AVG_SUBSTITUTE_SHARE,7.14635340186001
584900,MEDIAN_SUBSTITUTE_SHARE,2.511001452700998
584900,LIFT_SAME_NFC1,5648.859841539999
584900,LIFT_DIFF_NFC1,2309.24229559
584900,SHARE_SAME_NFC1_PERCENT,70.98249990012314
584900,COUNT_SHARE_100,8.0
584900,COUNT_SHARE_50_99,49.0
584900,COUNT_SHARE_25_49,70.0
584900,COUNT_SHARE_10_24,220.0
584900,COUNT_SHARE_BELOW_10,1696.0
