CLIENT_ID,METRIC,VALUE
98911,UNIQUE_STOCKOUT_DRUGS,186.0
98911,UNIQUE_SUBSTITUTES,229.0
98911,TOTAL_PAIRS,2474.0
98911,TOTAL_LIFT,18158.84254089
98911,AVG_SUBSTITUTE_SHARE,7.518189167340339
98911,MEDIAN_SUBSTITUTE_SHARE,3.7210670635494436
98911,LIFT_SAME_NFC1,12685.98922928
98911,LIFT_DIFF_NFC1,5472.85331161
98911,SHARE_SAME_NFC1_PERCENT,69.8612216098782
98911,COUNT_SHARE_100,6.0
98911,COUNT_SHARE_50_99,25.0
98911,COUNT_SHARE_25_49,135.0
98911,COUNT_SHARE_10_24,372.0
98911,COUNT_SHARE_BELOW_10,1936.0
